0	-0.7116	0.033
1	-0.6908	0.0316
2	-0.6788	0.0242
3	-0.662	-0.0068
4	-0.688	-0.0132
5	-0.7028	-0.0162
6	-0.6516	-0.036
7	-0.6684	-0.045
8	-0.6624	-0.063
9	-0.6964	-0.0416
10	-0.6972	-0.041
11	-0.6664	-0.0418
12	-0.7024	-0.0238
13	-0.6728	-0.0152
14	-0.6748	-0.0294
15	-0.6696	-0.0216
16	-0.6884	-0.0422
17	-0.6872	-0.018
18	-0.6752	-0.01
19	-0.66	0.0214
20	-0.6704	0.024
21	-0.6688	0.0204
22	-0.6692	0.0034
23	-0.6688	-0.0026
24	-0.6816	0.0078
25	-0.684	0.0098
26	-0.6792	0.0144
27	-0.6888	0.0238
28	-0.6872	-0.0026
29	-0.706	0.004
30	-0.6864	0.0058
31	-0.6632	0.0174
32	-0.6744	0.0222
33	-0.6916	0.0248
34	-0.6708	0.0318
35	-0.6816	0.0424
36	-0.686	0.029
37	-0.7048	0.0438
38	-0.706	0.0756
39	-0.676	0.0488
40	-0.6908	0.0376
41	-0.6924	0.0406
42	-0.71	0.038
43	-0.6904	0.022
44	-0.7016	0.0154
45	-0.6856	-0.0028
46	-0.6784	-0.0118
47	-0.6592	-0.0212
48	-0.6844	-0.023
49	-0.7096	-0.0074
50	-0.7232	0.0108
51	-0.7392	0.0114
52	-0.712	0.0524
53	-0.6968	0.028
54	-0.6832	0.0216
55	-0.636	0.0166
56	-0.658	-0.0142
57	-0.634	-0.0246
58	-0.6784	-0.0426
59	-0.7036	-0.041
60	-0.6956	-0.0436
61	-0.674	-0.0334
62	-0.706	-0.0326
63	-0.6832	0.005
64	-0.692	-0.0098
65	-0.6788	0.008
66	-0.6764	0.0064
67	-0.6796	0.0056
68	-0.698	0
69	-0.6868	-0.0086
70	-0.6952	-0.0122
71	-0.6888	0.0052
72	-0.6828	-0.0002
73	-0.6724	-0.03
74	-0.664	-0.0396
75	-0.6628	-0.0414
76	-0.6732	-0.0252
77	-0.6628	-0.0224
78	-0.682	-0.0386
79	-0.6744	-0.0326
80	-0.6716	-0.038
81	-0.6684	-0.0516
82	-0.6868	-0.0322
83	-0.6904	-0.015
84	-0.7064	-0.0222
85	-0.6856	-0.0202
86	-0.688	-0.0328
87	-0.7104	-0.034
88	-0.7124	-0.0338
89	-0.6832	-0.0258
90	-0.6812	-0.0052
91	-0.6808	-0.0138
92	-0.6732	-0.019
93	-0.6516	-0.0188
94	-0.708	-0.0292
95	-0.69	-0.0182
96	-0.654	-0.0226
97	-0.6536	-0.0072
98	-0.6628	0.0092
99	-0.6804	0
100	-0.6552	-0.0194
101	-0.6372	-0.0092
