1.815348251	-1.8560875	0.95535	28.54536126	7.576134348	
1.865348251	-1.83105625	0.94699375	32.09979384	8.800727815	
1.915348251	-1.7992	0.9349375	36.87951083	12.31583028	
1.965348251	-1.76985625	-0.00164375	41.00940395	1791.500173	
2.015348251	-1.74508125	0.914146875	41.78306752	16.4200757	
2.065348251	-1.69736875	-0.756303125	52.49347182	468.1113066	
2.115348251	-1.65596875	0.33116875	62.36444605	1287.094194	
2.165348251	-1.601925	-0.54199375	62.63693383	833.4954921	
2.215348251	-1.5578125	0.460209375	66.0613966	900.6551576	
2.265348251	-1.50189375	-0.10235625	71.34485325	1167.871923	
2.315348251	-1.44304375	0.140059375	73.27640786	1037.123417	
2.365348251	-1.37461875	0.01118125	78.0316292	956.959431	
2.415348251	-1.3081125	0.06070625	76.8096471	838.067645	
2.465348251	-1.24810625	0.0618375	71.91218845	737.8202253	
2.515348251	-1.19865625	0.00305625	70.29262415	670.5222387	
2.565348251	-1.1489125	-0.037203125	64.83773293	594.3327336	
2.615348251	-1.11624375	0.021884375	59.33029158	556.3904229	
2.665348251	-1.0623875	0.026428125	55.95746041	479.3887498	
2.715348251	-1.0095875	-0.031778125	51.21019235	414.604667	
2.765348251	-0.9757125	0.01615625	45.78832599	372.0467552	
