0	-1.4592	0.068	1842
1	-1.4664	0.0268	1878
2	-1.4608	0.0112	1778
3	-1.4224	0.0048	538
4	-1.3784	0.2012	349
5	-1.3848	-0.014	646
6	-1.3792	0.5024	45
7	-1.3824	0.5368	2
8	-1.384	0.5368	2
9	-1.3824	0.5356	829
10	-1.4272	-0.126	1666
11	-1.44	-0.006	1309
12	-1.3656	0.102	919
13	-1.3584	0.1844	1107
14	-1.364	-0.2232	1087
15	-1.3552	0.386	1199
16	-1.4296	-0.1384	1447
17	-1.4272	0.064	1460
18	-1.4088	-0.0144	1331
19	-1.3568	0.0652	228
20	-1.3448	0.1904	294
21	-1.3824	0.006	787
22	-1.4032	0.5	187
23	-1.4176	0.4896	579
24	-1.4104	0.202	1066
25	-1.4152	-0.3004	365
26	-1.4256	-0.5796	741
27	-1.4784	-0.02	1742
28	-1.412	-0.0132	1615
29	-1.3744	-0.0656	1717
30	-1.4776	0.0548	1857
31	-1.4768	0	1879
32	-1.4712	0.0184	1744
33	-1.3888	0.03	853
34	-1.3816	0.6388	10
35	-1.3784	0.644	42
36	-1.3808	0.6136	862
37	-1.3944	-0.0616	756
38	-1.3824	0.5192	884
39	-1.3936	-0.0408	1492
40	-1.3824	0.2604	1464
41	-1.4232	-0.0196	1002
42	-1.4528	-0.626	875
43	-1.42	-0.0316	1673
44	-1.4616	0.0012	902
45	-1.472	0.7228	2
46	-1.4704	0.7228	871
47	-1.4416	0.0276	843
48	-1.4408	0.6824	43
49	-1.448	0.6732	882
50	-1.4432	0.0704	1013
51	-1.4576	-0.6284	997
52	-1.436	0.0504	1371
53	-1.4192	0.0468	569
54	-1.3632	0.4648	711
55	-1.4112	-0.0836	1113
56	-1.3608	0.0224	989
57	-1.3824	0.1592	1375
58	-1.392	0.0676	744
59	-1.3728	0.6616	101
60	-1.3568	0.5812	949
61	-1.3552	-0.0596	746
62	-1.3744	-0.6548	759
63	-1.352	-0.0492	2
64	-1.3472	-0.0492	1
65	-1.3488	-0.0496	1530
66	-1.3664	-0.0196	1430
67	-1.3856	-0.1048	836
68	-1.4	0.546	777
69	-1.368	-0.0644	365
70	-1.3464	-0.2928	74
71	-1.36	-0.3504	734
72	-1.3376	0.2324	723
73	-1.3584	-0.3236	859
74	-1.3976	0.34	1210
75	-1.3752	-0.1212	330
