0	-1.3888	0.5512	1435
1	-1.4176	-0.5968	1637
2	-1.4176	0.7128	1637
3	-1.4048	-0.5968	1617
4	-1.4352	0.6968	1665
5	-1.3536	-0.6352	1562
6	-1.3744	0.6144	1
7	-1.3712	0.6136	1
8	-1.3744	0.6144	1563
9	-1.3408	-0.636	20
10	-1.336	-0.62	4
11	-1.3312	-0.6232	1292
12	-1.3136	0.4104	1312
13	-1.3408	-0.6392	1583
14	-1.3744	0.6272	1758
15	-1.4784	-0.7792	1854
16	-1.4496	0.704	1484
17	-1.408	-0.4832	1522
18	-1.528	0.7344	1938
19	-1.5536	-0.816	1919
20	-1.4624	0.7192	1834
21	-1.5008	-0.748	1863
22	-1.4928	0.7424	1903
23	-1.5072	-0.78	1946
24	-1.488	0.7768	1921
25	-1.4992	-0.76	54
26	-1.472	-0.7168	16
27	-1.4784	-0.7296	1816
28	-1.3872	0.7232	1758
29	-1.4064	-0.6832	1810
30	-1.4656	0.7648	1807
31	-1.4672	-0.6808	1721
32	-1.4384	0.696	1856
33	-1.5376	-0.7888	1964
34	-1.504	0.7824	1980
35	-1.536	-0.8016	1751
36	-1.4496	0.5992	1724
37	-1.472	-0.78	1831
38	-1.464	0.6848	1848
39	-1.5328	-0.7936	1976
40	-1.5056	0.7872	1914
41	-1.4784	-0.744	1949
42	-1.5136	0.8152	1848
43	-1.5136	-0.6632	1738
44	-1.5264	0.7272	1910
45	-1.552	-0.8008	1951
46	-1.4672	0.76	1860
47	-1.5136	-0.728	1569
48	-1.4	0.5272	3
49	-1.3952	0.5248	2
50	-1.3968	0.5264	1
51	-1.3952	0.5256	2
52	-1.4	0.5272	1552
53	-1.4176	-0.7144	7
54	-1.408	-0.7088	5
55	-1.4128	-0.7128	162
56	-1.3728	-0.5832	79
57	-1.4048	-0.6464	2
58	-1.4032	-0.6448	1
59	-1.4032	-0.6456	1713
60	-1.4528	0.7248	1816
61	-1.5088	-0.728	1726
62	-1.4288	0.6528	1547
63	-1.4992	-0.5848	1653
64	-1.432	0.7376	1362
65	-1.4016	-0.352	1032
66	-1.3856	0.4736	1401
67	-1.4272	-0.6472	1716
68	-1.3888	0.7256	37
69	-1.3824	0.696	42
70	-1.3856	0.7296	191
71	-1.3648	0.5768	19
72	-1.3648	0.592	1501
73	-1.4	-0.6088	1589
74	-1.3664	0.6624	1707
75	-1.4432	-0.7032	1798
76	-1.4112	0.7352	12
77	-1.4112	0.7256	6
78	-1.4144	0.7304	5
79	-1.4144	0.7264	7
80	-1.4112	0.732	1
81	-1.4112	0.7312	3
82	-1.4128	0.7336	1
83	-1.4096	0.7328	1
84	-1.4128	0.7336	8
85	-1.4128	0.7272	2
86	-1.4144	0.7288	5
87	-1.4144	0.7248	11
88	-1.416	0.7336	5
89	-1.408	0.7296	3
90	-1.4096	0.732	1673
91	-1.3856	-0.6064	1545
92	-1.4208	0.6296	1645
93	-1.4336	-0.6864	1804
94	-1.4352	0.7568	1809
95	-1.4704	-0.6904	1666
96	-1.4384	0.6424	1628
97	-1.4304	-0.66	1283
98	-1.3568	0.3664	1169
99	-1.3696	-0.5688	614
100	-1.352	-0.0776	768
101	-1.4064	-0.692	1816
102	-1.4736	0.7608	4
103	-1.472	0.7576	2
104	-1.4752	0.7592	1914
105	-1.4656	-0.772	1610
106	-1.4192	0.516	1391
107	-1.384	-0.5968	1402
108	-1.3568	0.5248	1491
109	-1.3424	-0.668	1591
110	-1.328	0.6048	1581
111	-1.376	-0.66	1717
112	-1.424	0.7136	1759
113	-1.4	-0.6936	1767
114	-1.4528	0.72	1735
115	-1.4304	-0.668	4
116	-1.4288	-0.6648	1
117	-1.4304	-0.6656	1492
118	-1.3392	0.528	1453
119	-1.4256	-0.6344	3
120	-1.4208	-0.632	1
121	-1.4224	-0.6328	1
122	-1.4208	-0.632	1
123	-1.4224	-0.6328	1710
124	-1.4768	0.7352	1
125	-1.4736	0.7344	1
126	-1.4768	0.7352	62
127	-1.4688	0.6856	45
128	-1.4832	0.7216	1837
129	-1.432	-0.748	1690
130	-1.4288	0.604	1692
131	-1.4896	-0.7496	1640
132	-1.4384	0.5624	74
133	-1.4336	0.5032	7
134	-1.424	0.5088	3
135	-1.4272	0.5064	172
136	-1.472	0.644	1602
137	-1.48	-0.6376	22
138	-1.4672	-0.62	26
139	-1.4912	-0.6408	1759
140	-1.4928	0.7664	1980
141	-1.544	-0.8176	1827
142	-1.4288	0.644	1547
143	-1.4176	-0.5936	1466
144	-1.4144	0.5792	1
145	-1.4112	0.5784	1
146	-1.4144	0.5792	1652
147	-1.4448	-0.7424	1761
148	-1.3712	0.6664	13
149	-1.376	0.656	38
150	-1.3904	0.6864	202
151	-1.3664	0.5248	125
152	-1.3664	0.6248	1651
153	-1.3712	-0.696	1
154	-1.368	-0.6952	1
155	-1.3712	-0.696	1649
156	-1.4576	0.6232	1714
157	-1.4928	-0.748	1829
158	-1.4224	0.7152	1513
159	-1.488	-0.4952	1422
160	-1.4656	0.6424	1703
161	-1.4832	-0.72	1790
162	-1.4432	0.712	608
163	-1.3808	0.2256	219
164	-1.3696	0.4008	1244
165	-1.4112	-0.5944	1563
166	-1.4752	0.656	1680
167	-1.4512	-0.688	1755
168	-1.5216	0.716	1836
169	-1.4832	-0.7528	1
170	-1.48	-0.752	1
171	-1.4832	-0.7528	21
172	-1.472	-0.736	5
173	-1.4672	-0.74	1847
174	-1.4928	0.7376	1891
175	-1.4832	-0.7752	50
176	-1.4816	-0.7352	4
177	-1.4768	-0.7384	1856
178	-1.4752	0.7464	1907
179	-1.5168	-0.7792	1931
180	-1.472	0.7656	1945
181	-1.4944	-0.7904	7
182	-1.4928	-0.7848	1
