0	-1.4659375	0.66171875	2289
1	-1.4940625	0.01125	4572
2	-1.4809375	0.00078125	4551
3	-1.45	0.00125	4007
4	-1.445625	-0.1728125	3978
5	-1.4628125	0.03953125	4528
6	-1.4521875	-0.01234375	4269
7	-1.4509375	0.12421875	1898
8	-1.4725	0.714375	5
9	-1.4725	0.71546875	2248
10	-1.465625	0.0134375	3735
11	-1.4315625	-0.14640625	11
12	-1.4271875	-0.14984375	3
13	-1.428125	-0.1490625	1936
14	-1.4084375	0.4534375	1608
15	-1.4125	-0.04734375	3362
16	-1.44875	0.00875	4210
17	-1.4475	-0.0725	4239
18	-1.436875	-0.0146875	4185
19	-1.428125	-0.01734375	2262
20	-1.445625	0.6659375	2115
21	-1.415	0.02359375	3801
22	-1.3971875	0.0046875	2035
23	-1.395625	-0.63	2198
24	-1.39875	0.056875	2131
25	-1.4115625	-0.60796875	2073
26	-1.404375	0.03796875	4263
27	-1.4434375	-0.05734375	2451
28	-1.4728125	0.70484375	2379
29	-1.455625	-0.03609375	52
30	-1.448125	-0.02	48
31	-1.45125	-0.034375	4485
32	-1.475625	0.07109375	2240
33	-1.4890625	0.765625	2303
34	-1.483125	0.0503125	2482
35	-1.4734375	-0.7178125	5
36	-1.473125	-0.719375	2147
37	-1.4640625	-0.0484375	4130
38	-1.4125	0.0196875	3577
39	-1.4490625	0.09921875	3901
40	-1.458125	0.000625	2281
41	-1.459375	0.71359375	2122
42	-1.4440625	0.0503125	1791
43	-1.40625	0.61015625	2671
44	-1.3928125	-0.2246875	2545
45	-1.398125	0.57078125	3240
46	-1.379375	-0.441875	1372
47	-1.3971875	-0.0128125	2166
48	-1.4096875	-0.68984375	4042
49	-1.433125	0.57359375	4080
50	-1.449375	-0.70140625	2375
51	-1.4475	0.04109375	2233
52	-1.4259375	-0.656875	3789
53	-1.409375	0.52734375	2104
54	-1.419375	-0.13015625	1841
55	-1.4128125	0.44546875	2820
56	-1.3853125	-0.4359375	2840
57	-1.3921875	0.451875	3121
58	-1.419375	-0.5234375	1663
59	-1.4071875	-0.0034375	1706
60	-1.391875	-0.53671875	225
61	-1.389375	-0.46609375	47
62	-1.3909375	-0.48109375	3270
63	-1.42625	0.54109375	3052
64	-1.408125	-0.4128125	1461
65	-1.4078125	0.0440625	1782
66	-1.42	-0.5128125	3351
67	-1.3953125	0.534375	3308
68	-1.394375	-0.4996875	3183
69	-1.37	0.49515625	2811
70	-1.36	-0.3834375	2359
71	-1.373125	0.3540625	3075
72	-1.406875	-0.606875	3806
73	-1.401875	0.58265625	4091
74	-1.4646875	-0.69578125	3969
75	-1.449375	0.5446875	3781
76	-1.4365625	-0.63703125	1833
77	-1.4309375	-0.0640625	1810
78	-1.435625	-0.63	2429
79	-1.431875	0.12921875	11
80	-1.4303125	0.125625	75
81	-1.4359375	0.149375	2440
82	-1.4721875	-0.613125	2374
83	-1.460625	0.1290625	2323
84	-1.448125	-0.5971875	2334
85	-1.4259375	0.1321875	2402
86	-1.451875	-0.61859375	4037
87	-1.4521875	0.643125	2082
88	-1.4815625	-0.00765625	2308
89	-1.46625	0.71375	2186
90	-1.4434375	0.030625	39
91	-1.4465625	0.043125	2032
92	-1.41125	-0.5921875	3828
93	-1.424375	0.6040625	3625
94	-1.414375	-0.52890625	1896
95	-1.4334375	0.06390625	2174
96	-1.40875	-0.615625	10
97	-1.406875	-0.61234375	11
98	-1.4090625	-0.6159375	4216
99	-1.4621875	0.70171875	2210
100	-1.455	0.0109375	2052
101	-1.448125	0.6521875	4033
102	-1.421875	-0.60828125	3894
103	-1.4084375	0.60859375	3721
104	-1.3859375	-0.554375	3334
105	-1.388125	0.48765625	672
106	-1.3734375	0.2775	405
107	-1.37875	0.404375	2492
108	-1.364375	-0.37453125	2522
109	-1.365	0.41359375	1048
110	-1.3728125	0.0859375	1179
111	-1.3934375	0.4546875	3441
112	-1.41125	-0.6209375	3927
113	-1.4425	0.60640625	4058
114	-1.4340625	-0.661875	4237
115	-1.4359375	0.6625	2213
116	-1.4271875	-0.02921875	1992
117	-1.40875	0.5934375	1075
118	-1.394375	0.2571875	939
119	-1.398125	0.55078125	2979
120	-1.409375	-0.38015625	1073
121	-1.40625	-0.04453125	985
122	-1.3975	-0.35265625	2801
123	-1.4003125	0.52265625	3580
124	-1.439375	-0.59609375	4019
125	-1.45375	0.65984375	4354
126	-1.4578125	-0.7009375	1914
127	-1.4365625	-0.1028125	1649
128	-1.448125	-0.61828125	2042
129	-1.46375	0.01984375	2240
130	-1.4534375	-0.6803125	4421
131	-1.4484375	0.70140625	4161
132	-1.4515625	-0.59890625	3795
133	-1.405	0.5871875	1985
134	-1.4171875	-0.03328125	1961
135	-1.4178125	0.5796875	3958
136	-1.4296875	-0.65734375	4084
137	-1.41875	0.61921875	2192
138	-1.4109375	-0.0659375	2139
139	-1.4125	0.60265625	3594
140	-1.445625	-0.520625	4045
141	-1.4515625	0.7434375	2141
142	-1.4503125	0.0740625	2153
143	-1.4515625	0.74703125	4710
144	-1.465625	-0.725	4668
145	-1.48125	0.73390625	4634
146	-1.463125	-0.71453125	2439
147	-1.4659375	0.04796875	2434
148	-1.4534375	-0.71265625	4499
149	-1.46	0.6934375	4257
150	-1.4671875	-0.63703125	4349
151	-1.47875	0.7221875	4634
152	-1.44625	-0.7259375	2133
153	-1.4659375	-0.05953125	4353
154	-1.46375	-0.02109375	2333
155	-1.44125	0.6578125	826
156	-1.4403125	0.45171875	290
157	-1.4346875	0.53359375	91
158	-1.4365625	0.52515625	24
159	-1.436875	0.5315625	1446
160	-1.4159375	0.0809375	4065
161	-1.4465625	0.01546875	3995
162	-1.4471875	-0.14609375	4040
163	-1.423125	0.02140625	4223
164	-1.420625	0.0365625	3738
165	-1.4434375	0.0465625	3697
166	-1.428125	0.05890625	4144
167	-1.43125	-0.06171875	2383
168	-1.423125	0.5975	184
169	-1.42625	0.65484375	2036
170	-1.42625	0.01875	3779
171	-1.3903125	-0.0103125	3502
172	-1.3871875	0.07890625	3760
173	-1.399375	-0.0346875	4009
174	-1.4365625	-0.03734375	4166
175	-1.4140625	-0.0634375	3997
176	-1.4115625	-0.055625	3953
177	-1.389375	0.04296875	1880
178	-1.3928125	0.6303125	1550
179	-1.3859375	0.14609375	2271
180	-1.386875	-0.5521875	2338
181	-1.4096875	0.16265625	2435
182	-1.399375	-0.53453125	2052
183	-1.3621875	0.10421875	1455
184	-1.3496875	-0.34984375	1244
185	-1.3525	0.03	1774
186	-1.38125	-0.51609375	2273
187	-1.3709375	0.1853125	1633
188	-1.3546875	-0.32140625	1313
189	-1.348125	0.08703125	1748
190	-1.363125	-0.4571875	22
