0	0.9856	0.9856	0.9752	0.96	0.9592	0.9584	0.9392	0.9296	0.9264
1	0.9744	0.9656	0.9624	0.948	0.9272	0.9176	0.9088	0.9024	0.8736
2	0.9672	0.9688	0.9432	0.9336	0.9	0.888	0.8728	0.8648	0.8192
3	0.9648	0.9552	0.94	0.9264	0.904	0.8712	0.8672	0.8184	0.8096
4	0.9632	0.94	0.94	0.9256	0.8928	0.8752	0.8272	0.7984	0.7944
5	0.956	0.9344	0.9352	0.912	0.892	0.8616	0.808	0.756	0.7672
6	0.9664	0.936	0.9232	0.9168	0.8824	0.8448	0.7952	0.7536	0.6856
7	0.9544	0.9376	0.9312	0.92	0.8768	0.8224	0.8088	0.7136	0.6376
8	0.964	0.948	0.9232	0.9064	0.8552	0.808	0.8192	0.6984	0.592
9	0.9672	0.9424	0.9216	0.9056	0.8392	0.8016	0.8184	0.7216	0.5824
10	0.96	0.92	0.9112	0.8992	0.848	0.8016	0.7992	0.7056	0.544
11	0.9576	0.9264	0.9208	0.9136	0.844	0.8056	0.7648	0.704	0.5136
12	0.964	0.932	0.912	0.9144	0.8184	0.7944	0.7896	0.6696	0.4816
13	0.9536	0.9376	0.924	0.92	0.8472	0.7944	0.7472	0.6656	0.464
14	0.956	0.9352	0.896	0.9184	0.8432	0.792	0.7248	0.6376	0.4488
15	0.9512	0.9448	0.9032	0.9168	0.8296	0.82	0.6888	0.644	0.4616
16	0.9384	0.948	0.9112	0.8992	0.812	0.8208	0.7104	0.64	0.4464
17	0.9552	0.9416	0.9088	0.9016	0.8152	0.8304	0.6808	0.6272	0.4184
18	0.9472	0.9352	0.912	0.916	0.8176	0.8072	0.684	0.6272	0.42
19	0.9504	0.9408	0.9184	0.9104	0.8144	0.836	0.6696	0.656	0.3928
20	0.9528	0.9304	0.924	0.9224	0.8152	0.82	0.6816	0.6304	0.4256
21	0.9624	0.9384	0.9328	0.9024	0.8112	0.7968	0.7024	0.624	0.3848
22	0.9528	0.944	0.9256	0.9256	0.8136	0.7872	0.6992	0.5992	0.3616
23	0.9656	0.9456	0.9144	0.9248	0.7904	0.7864	0.676	0.5848	0.376
24	0.968	0.9488	0.9368	0.8992	0.78	0.7976	0.6816	0.5768	0.3848
25	0.9576	0.952	0.9528	0.8912	0.7584	0.8144	0.7264	0.5688	0.412
26	0.9544	0.964	0.9416	0.8984	0.7832	0.7984	0.7272	0.5936	0.4368
27	0.964	0.9472	0.94	0.9088	0.8048	0.8032	0.7184	0.5976	0.408
28	0.9696	0.9552	0.9472	0.9072	0.8232	0.7904	0.7328	0.5552	0.4
29	0.9664	0.9352	0.9392	0.9032	0.8152	0.8032	0.732	0.5336	0.4048
30	0.956	0.9472	0.9384	0.9064	0.8136	0.8248	0.72	0.5416	0.3992
31	0.9616	0.9464	0.9312	0.8936	0.8104	0.8128	0.68	0.544	0.4064
32	0.9672	0.9344	0.9344	0.9072	0.788	0.8064	0.6608	0.552	0.3864
33	0.9648	0.9328	0.9512	0.9136	0.8072	0.812	0.668	0.5552	0.4128
34	0.9632	0.9352	0.9456	0.908	0.8264	0.7808	0.66	0.5664	0.3816
35	0.9656	0.9304	0.936	0.904	0.7928	0.7832	0.6304	0.5656	0.36
36	0.9696	0.9368	0.9248	0.9128	0.7528	0.7896	0.6664	0.5656	0.3624
