0	0.9840277778	0.9770833333	0.9747222222	0.9688888889	0.9629166667	0.9543055556	0.9354166667	0.9363888889	0.9206944444
1	0.9754166667	0.9675	0.9543055556	0.9473611111	0.9331944444	0.92875	0.8983333333	0.8813888889	0.8568055556
2	0.9704166667	0.9652777778	0.9480555556	0.9404166667	0.9127777778	0.9040277778	0.8711111111	0.8480555556	0.8241666667
3	0.965	0.9618055556	0.9408333333	0.9266666667	0.9019444444	0.8819444444	0.8584722222	0.8186111111	0.8026388889
4	0.9627777778	0.96	0.9393055556	0.9180555556	0.9043055556	0.8686111111	0.8458333333	0.7983333333	0.7805555556
5	0.9626388889	0.9513888889	0.9369444444	0.9116666667	0.8875	0.8611111111	0.835	0.7815277778	0.7540277778
6	0.9663888889	0.9455555556	0.9305555556	0.9079166667	0.8766666667	0.8477777778	0.8197222222	0.77	0.7190277778
7	0.9627777778	0.9441666667	0.9236111111	0.9036111111	0.8719444444	0.8329166667	0.8065277778	0.7579166667	0.6993055556
8	0.9647222222	0.9409722222	0.9247222222	0.8965277778	0.8679166667	0.8251388889	0.8001388889	0.7459722222	0.6834722222
9	0.9613888889	0.9394444444	0.9244444444	0.9044444444	0.8602777778	0.8191666667	0.7856944444	0.7227777778	0.6597222222
10	0.9626388889	0.9430555556	0.9276388889	0.9018055556	0.8706944444	0.8206944444	0.7763888889	0.7081944444	0.6255555556
11	0.9633333333	0.9395833333	0.9340277778	0.8990277778	0.8627777778	0.815	0.7608333333	0.6883333333	0.6225
12	0.9625	0.9383333333	0.9272222222	0.8938888889	0.8545833333	0.8170833333	0.7440277778	0.6883333333	0.6093055556
13	0.9609722222	0.9381944444	0.9277777778	0.8911111111	0.8595833333	0.7952777778	0.7380555556	0.6863888889	0.5923611111
14	0.9629166667	0.935	0.9316666667	0.8940277778	0.8523611111	0.7851388889	0.72	0.6679166667	0.5952777778
15	0.9615277778	0.9395833333	0.9272222222	0.8965277778	0.8581944444	0.7863888889	0.7143055556	0.6611111111	0.5965277778
16	0.9626388889	0.9429166667	0.925	0.89125	0.8563888889	0.7943055556	0.72	0.6445833333	0.5893055556
17	0.9601388889	0.9443055556	0.9195833333	0.8875	0.8494444444	0.7959722222	0.7159722222	0.6394444444	0.5708333333
18	0.9569444444	0.9431944444	0.9158333333	0.8876388889	0.8425	0.7975	0.7043055556	0.645	0.5422222222
19	0.9572222222	0.9454166667	0.9188888889	0.8890277778	0.8404166667	0.7993055556	0.6934722222	0.6434722222	0.5338888889
20	0.9615277778	0.9394444444	0.91875	0.8859722222	0.8352777778	0.7919444444	0.6909722222	0.6305555556	0.5111111111
21	0.9673611111	0.9395833333	0.9225	0.8743055556	0.8443055556	0.7902777778	0.6916666667	0.6230555556	0.5155555556
22	0.9618055556	0.93625	0.9234722222	0.8855555556	0.8525	0.7843055556	0.6841666667	0.6111111111	0.5194444444
23	0.9594444444	0.9348611111	0.9194444444	0.8798611111	0.8522222222	0.7858333333	0.6834722222	0.6108333333	0.5208333333
24	0.9608333333	0.9384722222	0.9169444444	0.8720833333	0.8488888889	0.7843055556	0.6822222222	0.6226388889	0.5093055556
25	0.9590277778	0.9451388889	0.9172222222	0.8797222222	0.84875	0.7919444444	0.6872222222	0.6223611111	0.5140277778
26	0.9593055556	0.9448611111	0.9183333333	0.8806944444	0.8426388889	0.7852777778	0.6876388889	0.6251388889	0.5052777778
27	0.9611111111	0.9429166667	0.9145833333	0.8845833333	0.8423611111	0.7819444444	0.6822222222	0.6030555556	0.4880555556
