Step,c_myRG2compute_poly1,c_myRG2compute_poly2,c_myRG2compute_poly3,c_myRG2compute_poly4,c_myRG2compute_poly5,c_myRG2compute_poly6,c_myRG2compute_poly7,c_myRG2compute_poly8,c_myRG2compute_poly9,c_myRG2compute_poly10,Temp,PotEng,KinEng,TotEng
945000,2.2026977,1.7756361,1.1506723,2.0445782,2.2241733,1.8982957,2.2818526,2.275106,2.0820083,2.2024099,1.0262474,0.48909031,1.5316743,2.0207646
950000,2.397224,1.7637821,1.2157677,2.0846084,1.8893921,1.9010447,2.2529193,2.151249,1.9162178,2.0707829,1.0425615,0.49803955,1.5560231,2.0540626
955000,2.5343743,1.7281082,1.2033225,1.9021281,1.8031533,1.6717421,1.9708471,2.0945688,1.8694684,1.9896718,0.96495431,0.49296055,1.4401943,1.9331549
965000,2.4659421,2.0249476,1.1664431,2.2357754,1.5743529,1.5209233,2.225372,2.0246442,2.1281653,1.7617836,0.97750423,0.49071854,1.4589251,1.9496436
975000,2.4839642,2.2560161,1.3177297,2.0547707,1.5138096,1.3592152,2.3340134,1.5443989,2.1132049,2.4143937,1.054191,0.43427703,1.57338,2.0076571
980000,2.5464609,2.0100579,1.3610627,1.8815394,1.4593547,1.5896795,2.3561591,1.7231872,2.2901826,2.5104336,1.0446896,0.4111016,1.5591992,1.9703008
985000,2.2802802,2.0068613,1.2117844,1.7319922,1.5628834,1.6329797,2.3543741,1.8813511,2.3378468,2.4119747,1.0621251,0.51875694,1.5852217,2.1039787
995000,2.2125761,1.603599,1.3548471,1.9757367,1.4351282,1.6617132,2.0602343,1.7629464,2.2283101,2.5316199,1.0029038,0.52699843,1.4968339,2.0238323
1000000,2.2049055,1.8241664,1.1912722,1.8435184,1.2386012,1.5552875,1.7205037,1.9359904,2.2047313,2.6438373,1.1205209,0.47164701,1.6723775,2.1440245
1005000,2.2280104,1.8001732,1.2237103,1.7397882,1.2851692,1.4654443,1.7164007,1.8440191,2.0234811,2.6534239,1.0260052,0.51718182,1.5313128,2.0484946
1010000,1.9948944,1.6714769,1.1878892,1.8304354,1.4408173,1.426641,1.6636679,1.9111779,1.6476522,2.5994046,0.9859729,0.55641879,1.4715646,2.0279833
1015000,1.834228,1.6987854,1.1278256,1.8594367,1.3419581,1.3577813,1.536682,1.8334901,1.6984172,2.6339635,1.0012971,0.46689248,1.4944359,1.9613284
1020000,2.0046992,1.5591798,1.0703366,1.8826673,1.2762665,1.1693087,1.5293913,1.9580356,1.7820338,2.5234877,1.0206376,0.41316627,1.5233017,1.936468
1025000,2.1136381,1.6765178,1.1080866,1.6098823,1.3679472,1.2218232,1.5456155,1.9341311,1.8846968,2.573823,0.96923938,0.59968928,1.4465898,2.0462791
1030000,2.1705806,1.558072,1.1279336,1.4721367,1.3915716,1.2217429,1.7002052,2.0095507,1.5878972,2.7498551,1.1356935,0.52174672,1.6950225,2.2167692
1035000,2.0408318,1.6212068,1.1622868,1.505461,1.3888103,1.2759033,1.8507796,2.2580552,1.491868,2.8905001,0.96724229,0.46735561,1.4436091,1.9109647
1040000,2.212466,1.4886571,1.2818845,1.4592176,1.3574596,1.3514934,1.8441828,2.0666108,1.4755436,3.0363552,0.97216512,0.56962065,1.4509564,2.0205771
1045000,2.1217611,1.4065359,1.1686279,1.4905582,1.2757151,1.3978421,1.7187204,1.9225741,1.4404243,2.9156015,1.0313603,0.46052118,1.5393053,1.9998265
1050000,2.0209918,1.4709933,1.2578244,1.7242366,1.2187656,1.4104592,1.638674,1.9274987,1.4741457,2.8130745,0.94428133,0.46008645,1.4093399,1.8694263
1055000,2.0487095,1.4298639,1.3347836,1.7012511,1.3170625,1.677434,1.5777144,1.8004555,1.6774559,2.975709,1.0424787,0.45473154,1.5558995,2.010631
1060000,2.0277804,1.4721305,1.3960161,1.9215949,1.5851733,1.7411302,1.6187451,1.4261857,1.4378879,2.6946622,0.95846136,0.39502601,1.4305036,1.8255296
1065000,1.7997677,1.4201867,1.5576044,1.9034645,1.5821176,1.9513855,1.5567161,1.472844,1.4587526,2.7242953,0.96701922,0.40837828,1.4432762,1.8516545
1070000,1.8726018,1.4299907,1.4799414,1.7591976,1.6379463,1.8926668,1.6499464,1.5220007,1.5885105,2.8370443,1.063846,0.56304347,1.5877902,2.1508337
1075000,1.9696804,1.533396,1.5719562,1.8254988,1.6385355,1.7613125,1.7142787,1.4560009,1.5378645,2.7408035,1.0192558,0.51190232,1.5212393,2.0331416
1080000,2.0254708,1.6422513,1.3257579,1.7168605,1.4880872,1.9663652,1.6980786,1.2908865,1.4918092,2.6526825,1.0580327,0.45132604,1.5791139,2.0304399
1085000,1.9309556,1.5077536,1.3595511,1.597992,1.4721594,1.6461879,1.7350531,1.3340565,1.6318876,2.7687985,1.0846989,0.43965597,1.618913,2.058569
1090000,1.9551186,1.5231932,1.4597312,1.4728849,1.3853142,1.8631262,1.9317411,1.3017097,1.6881522,2.4566198,1.0090433,0.43955833,1.5059971,1.9455554
1095000,1.958383,1.3682121,1.5067394,1.497764,1.3439518,1.9098786,2.1237461,1.2955966,1.6917838,2.3548174,0.95232319,0.50114829,1.4213424,1.9224906
1100000,1.9082043,1.4746812,1.4184685,1.5880678,1.4312776,1.8786888,2.1435631,1.4949119,1.8167735,2.6772245,0.96315647,0.44711151,1.437511,1.8846225
1105000,1.8675167,1.5906661,1.5146202,1.5590802,1.4251425,1.7017404,1.9554781,1.3613703,1.6991649,2.72615,0.95697562,0.3846635,1.4282861,1.8129496
1110000,1.7107896,1.3615723,1.711105,1.8253185,1.3296559,1.7545774,2.0833705,1.4077194,1.8404478,2.4410598,0.96099288,0.55191011,1.4342819,1.986192
1115000,1.826011,1.439372,1.6871496,1.6724014,1.2332514,1.4889535,1.9485335,1.5015648,1.7605208,2.149298,0.94558132,0.42416311,1.4112801,1.8354432
1120000,1.8453141,1.5431646,1.5970621,1.5233841,1.1257233,1.7191634,1.9318403,1.7402022,1.6896588,2.1267284,1.0712851,0.53202821,1.5988931,2.1309213
1125000,1.6640637,1.6592249,1.5177312,1.6279489,1.1913265,1.7709918,1.9562263,1.8043378,1.9993495,2.0313691,1.0015429,0.44845469,1.4948027,1.9432574
1135000,1.8858684,1.7856331,1.6909599,1.5118528,1.2297733,1.7431714,1.8352169,1.8320762,1.7663861,1.9533449,1.0435994,0.41689612,1.557572,1.9744682
1140000,1.7117406,1.7930636,1.364369,1.6174643,1.3449056,1.6712135,1.686915,1.7109176,1.8873214,2.1997599,0.98216056,0.47791923,1.4658746,1.9437939
1145000,1.7671316,2.0512266,1.4338956,1.622309,1.4120727,1.724341,1.7923912,1.7446085,1.7467336,2.0702882,0.86514847,0.48929214,1.2912341,1.7805262
1150000,1.4737873,1.9123274,1.3979624,1.8873888,1.3162828,1.7928049,1.806737,1.8506256,1.7482533,2.0612865,0.99169135,0.46825766,1.4800993,1.948357
1155000,1.547712,2.2477655,1.1774145,1.9642713,1.27318,1.9040916,1.5589408,2.025011,1.7162023,2.2036812,0.95655308,0.43161187,1.4276555,1.8592674
1160000,1.4402163,2.3961169,1.1522338,1.8089815,1.3914971,2.2370582,1.4410227,1.9266629,1.7421105,2.3602883,1.011814,0.47681967,1.5101324,1.9869521
1170000,1.7769131,2.1620111,1.1231998,1.6828378,1.3031941,2.1725396,1.4241224,1.7375286,1.9076056,1.9616316,1.0373291,0.49659546,1.5482137,2.0448091
1175000,2.0395816,2.2307159,1.1420351,1.7935214,1.2957281,2.3803412,1.4324664,1.8310242,2.0767119,2.0929698,0.99745337,0.38152187,1.4886992,1.870221
1180000,2.0436595,2.0913232,1.4111621,1.812888,1.1345507,2.2166594,1.5412079,1.8992636,2.1571208,2.3927677,1.0786385,0.49120672,1.609868,2.1010748
1185000,2.0177762,2.2582304,1.4722006,1.9416484,1.2863081,2.1685066,1.5950513,2.0268847,2.1622779,2.2494034,1.0518367,0.4747713,1.5698663,2.0446376
1190000,2.1900955,2.2533503,1.1516847,1.932774,1.4203879,2.2400149,1.5710743,1.875052,2.0671883,2.1723056,1.0043388,0.50691576,1.4989757,2.0058914
1195000,2.1899195,2.2446188,1.1246088,1.908841,1.5626024,1.9437605,1.3172645,1.7879398,1.986783,2.1532659,1.1152312,0.47375745,1.6644825,2.13824
1200000,2.1275898,2.309672,1.4318812,1.5535258,1.2480054,1.9315004,1.2672618,1.7335266,1.7781727,2.2142906,1.0591157,0.46628233,1.5807301,2.0470125
1205000,1.9677334,2.4087056,1.5222864,1.4052136,1.3399329,1.7632309,1.1048372,1.7013046,1.7967979,2.3796,1.1020303,0.41013276,1.6447802,2.0549129
1210000,1.9029227,2.2902126,1.5474589,1.3999423,1.3783384,1.7380688,1.3216281,1.7735015,1.5774936,2.3097072,1.020048,0.51196441,1.5224217,2.0343861
1215000,1.6796127,2.1477989,1.4160443,1.5670194,1.6182488,1.7943404,1.3614278,1.6990241,1.668922,2.1159481,1.0031699,0.53890182,1.4972311,2.0361329
1220000,1.7929411,2.0848503,1.4581354,1.5758178,1.815779,1.6581935,1.3875723,1.8925537,1.6563299,1.7249424,1.0254086,0.59014566,1.5304223,2.1205679
1225000,1.9777317,2.0803263,1.3847151,1.6163454,1.7101076,1.8215233,1.1904933,1.9305462,1.5613262,1.8064646,0.93571764,0.54002578,1.3965586,1.9365844
1235000,2.2780484,1.9844027,1.4670287,1.2426749,1.7857933,1.5267958,1.0769364,2.0722244,1.5664388,1.7596064,1.0596531,0.47127544,1.5815322,2.0528076
1240000,2.3389111,2.0874213,1.3484078,1.3167719,1.9595068,1.7047156,1.0940141,1.9857848,1.6793061,1.8017101,1.1334107,0.50765562,1.6916155,2.1992712
1245000,2.46303,2.1567548,1.436283,1.4662416,2.209831,1.9473997,1.1207379,1.8993244,1.6208067,2.0217427,0.97537542,0.46244783,1.4557478,1.9181956
1250000,2.4703654,2.1703169,1.4746369,1.5509935,2.3235242,2.1050999,1.1592545,1.9911431,1.4187431,1.9079261,1.0444515,0.45279547,1.5588439,2.0116393
1255000,2.447168,1.9997093,1.4958691,1.60276,2.1578121,2.1220633,0.90376952,2.0489433,1.5703542,1.8949994,1.0333634,0.46388757,1.5422949,2.0061825
1260000,2.3953253,2.0539842,1.5293074,1.6124132,1.9684522,2.0504871,1.0382915,1.9855321,1.7835189,1.8927252,0.92476449,0.41008179,1.380211,1.7902928
1265000,2.4900182,1.9313128,1.5275718,1.4722819,1.9650037,2.0511734,1.3436064,1.9983863,1.714265,1.8900357,0.92728372,0.4148105,1.383971,1.7987815
1270000,2.3761945,1.8114187,1.6064066,1.5293722,1.7534312,1.9986714,1.4086192,2.0681535,1.7023112,1.9748757,0.9847663,0.55863673,1.4697637,2.0284004
1275000,2.2970232,1.9132617,1.5169853,1.3675147,1.8307116,2.0587332,1.3230272,2.1326477,1.7080838,1.8759373,1.1116893,0.47521902,1.6591963,2.1344153
1280000,2.1320133,2.1810521,1.5220458,1.517062,1.7697698,1.9950844,1.2280568,1.9934287,1.9161364,1.7917788,0.97835382,0.48584377,1.4601931,1.9460369
1285000,2.0714383,1.9881808,1.3634803,1.6238099,1.8756038,2.0834697,1.2585827,1.9656953,1.9229017,1.8522641,1.0495187,0.46247887,1.5664066,2.0288855
1295000,1.6037085,1.9978512,1.4343197,1.4325515,2.0530006,2.138007,1.6709356,2.2660736,2.0664222,1.8572223,1.0231412,0.50559533,1.5270383,2.0326336
1300000,1.6802941,2.1310803,1.3445665,1.3036212,2.4001347,2.2994107,1.5620576,2.3364456,2.0098353,1.8748958,0.95594789,0.45733038,1.4267522,1.8840826
1305000,1.9409223,2.0531598,1.4086359,1.2048352,2.3946968,2.2978264,1.5246329,2.3981844,1.9407796,1.999634,0.98330564,0.38159957,1.4675837,1.8491832
1310000,1.999969,2.0711041,1.4102887,1.169232,2.2526049,2.1752784,1.5758728,2.3668613,1.9760083,1.9508782,1.005567,0.59718808,1.5008087,2.0979968
1315000,1.9301582,1.8681797,1.4992163,1.2218001,2.4555833,2.1650471,1.6135908,2.3205517,2.0510726,1.8784556,0.94209333,0.47131963,1.4060743,1.8773939
1320000,1.8109732,1.8001423,1.3875705,1.0831125,2.4917664,1.9722828,1.7120454,2.3789523,2.0928785,1.9529257,0.96971481,0.39209987,1.4472994,1.8393992
1325000,1.7374199,1.6962604,1.2448647,1.033522,2.5873535,1.8208249,1.5389149,2.3980934,2.1938989,2.1577211,0.96667244,0.42786348,1.4427586,1.8706221
1330000,1.4511476,1.6636696,1.2396578,0.90628024,2.3052163,1.6698678,1.7875541,2.2117691,2.0187684,1.8787026,1.0162871,0.53681596,1.5168084,2.0536244
1335000,1.4795193,1.5508608,1.2677156,0.9023609,2.2496961,1.9035976,1.5905934,2.2256396,2.2918928,2.0790597,1.0739967,0.43751548,1.60294,2.0404555
1345000,1.3733229,1.869753,1.3116668,0.96954851,2.5054815,1.8194226,1.4552777,1.9913794,2.1441166,1.8519669,1.032086,0.55207457,1.5403884,2.092463
1355000,1.4570355,1.5600768,1.3930071,1.0154649,2.7634566,1.5305758,1.4792922,1.8892411,2.4730671,1.9048452,0.91004566,0.39041911,1.3582431,1.7486623
1365000,1.6152455,1.8650673,1.148138,1.0297356,2.5879167,1.2886987,1.3066117,1.7103135,2.2997281,1.7561201,0.89362911,0.46843549,1.3337414,1.8021769
1370000,1.7301732,1.6767922,1.3443263,0.95574965,2.5532506,1.3987384,1.393128,1.7250195,2.3143933,1.8981054,0.97415577,0.50042375,1.4539275,1.9543512
1375000,1.7673878,1.8837052,1.4160125,1.0891361,2.3491299,1.3998964,1.2717798,1.6418994,2.5213813,1.7685065,0.96843269,0.42126028,1.4453858,1.8666461
1380000,1.727586,2.0258929,1.3206746,1.114288,2.244747,1.4459047,1.2608386,1.742774,2.6557965,1.8372953,1.0037223,0.4500924,1.4980555,1.9481479
1385000,1.795949,2.260456,1.2292029,1.0577449,2.1396353,1.4062136,1.291674,1.6936618,2.6145403,1.795386,1.0733487,0.44472607,1.6019729,2.046699
1390000,1.8110135,2.4193463,1.311917,1.2502061,2.1007274,1.312061,1.3601443,1.4179537,2.8356662,2.0591899,1.1185944,0.47342723,1.6695022,2.1429294
1395000,1.6758444,2.0756147,1.3674782,1.3588384,1.7883156,1.2049309,1.1257236,1.5431786,2.8676313,2.0366223,1.0610154,0.45493384,1.5835655,2.0384994
1400000,1.7753022,1.9529713,1.108679,1.4104674,1.8465421,1.1978795,1.2662019,1.6193308,3.1120392,2.0501102,1.0504964,0.45723267,1.5678659,2.0250986
1405000,1.5202347,2.2206017,0.9442053,1.4160155,1.7957738,1.1333733,1.3057864,1.8987244,3.1710453,2.2114536,0.97299102,0.51138502,1.4521891,1.9635741
1410000,1.782606,1.8368882,1.0571507,1.2030601,1.5640903,1.1516776,1.3198836,2.0568185,3.082381,2.2123842,1.0085523,0.50545705,1.5052644,2.0107214
1415000,1.629676,1.7764909,0.83868691,1.2738751,1.5591649,1.1781474,1.423985,2.1884029,3.0553188,2.2273815,0.96853176,0.47994583,1.4455336,1.9254795
1420000,1.6410507,1.6272577,1.0091191,1.3588455,1.8071866,1.2200814,1.3869513,2.1826721,2.8854294,2.2440567,1.0182677,0.50689325,1.5197645,2.0266578
1425000,1.5505315,1.6318144,1.0019297,1.5496916,1.8791026,1.2941906,1.3934432,2.1980628,2.8992731,2.368061,0.83947858,0.47368579,1.2529218,1.7266076
1435000,1.6555706,1.6954885,1.2268041,1.4326907,2.2854107,1.0648939,1.2564698,2.3325396,3.2576956,2.2413423,1.0535629,0.47024071,1.5724427,2.0426834
1440000,1.8213553,1.474975,1.3565552,1.3742026,2.4372352,0.97764376,1.3648994,2.3396116,3.2253827,1.9874673,0.98579396,0.46944337,1.4712975,1.9407409
1445000,1.6005159,1.5507008,1.5281052,1.2900194,2.4077092,0.86175497,1.3433374,2.1357639,3.2435686,1.8930426,1.0288506,0.43624359,1.5355595,1.9718031
1455000,1.4260025,1.4361674,1.1337555,1.2389942,2.1942965,1.1194217,1.2187933,2.1447122,3.3631544,1.8306332,1.1120024,0.44372603,1.6596635,2.1033896
1460000,1.4669892,1.2349133,1.1821521,1.1840092,2.4161166,1.3833295,1.1240485,2.254242,3.1739527,1.8838575,1.0617978,0.43585894,1.5847332,2.0205921
1465000,1.4446974,1.1402742,1.2842342,1.0707981,2.5496884,1.2467781,1.0958096,2.1450378,3.2291987,1.9727288,0.9401618,0.50086294,1.4031915,1.9040544
1470000,1.3768131,1.2295758,1.4550838,1.0529349,2.4573313,1.1678118,1.3010124,2.0025409,3.0602935,2.0140406,1.0248753,0.48571807,1.5296264,2.0153444
1475000,1.3282111,1.2395353,1.5626412,1.0029657,2.228812,1.1828883,1.5010892,1.9407485,3.3138717,1.9727561,0.96820697,0.4981153,1.4450489,1.9431642
1480000,1.3326683,1.4077346,1.3783128,0.97585859,2.1905834,1.2735889,1.501052,1.8059083,3.2411163,1.8316815,1.0440077,0.47649363,1.5581814,2.0346751
1490000,1.5346327,1.4887614,1.4672759,1.1738145,2.5040712,1.2325672,1.6660578,1.5551442,3.0659935,1.8566446,1.0061416,0.43826613,1.5016663,1.9399324
1495000,1.7964476,1.4608525,1.3474243,1.0657922,2.374043,1.2353074,1.9129873,1.9984715,3.1127103,1.840679,1.0218407,0.5008139,1.5250972,2.0259111
1500000,1.8220831,1.4827868,1.2346616,1.2082812,2.2894659,1.3216869,1.8728035,1.9323162,2.7541664,1.8144593,0.95516124,0.50146391,1.4255781,1.9270421
1505000,1.8930081,1.4111431,1.3921529,1.3124749,2.3901691,1.2879468,1.9692585,2.0055252,2.7445561,1.7877083,1.0712895,0.49080094,1.5988996,2.0897005
1510000,1.8833042,1.5358316,1.2942198,1.3496733,2.4678997,1.2237046,1.8414625,2.1982304,2.6947095,1.8458697,0.97075301,0.45693027,1.4488489,1.9057791
1515000,1.8485752,1.5078283,1.475041,1.3654353,2.7698191,1.4283911,2.02462,1.8650004,2.8017311,1.5995337,0.96831084,0.35430943,1.4452039,1.7995134
1520000,1.7626534,1.5008584,1.666885,1.3922274,2.8464723,1.3986289,1.8751406,1.7825449,2.9244875,1.6769215,1.04828,0.51698217,1.5645579,2.0815401
1525000,1.6445682,1.399386,1.683895,1.293336,2.4548659,1.5276288,2.1598113,2.0427594,2.667007,1.6805393,0.97546573,0.44389621,1.4558826,1.8997788
1530000,1.8632932,1.516241,1.5538636,1.4837548,2.5162361,1.7723803,2.1565422,1.9409183,2.6452457,1.8097571,1.0078355,0.43404001,1.5041944,1.9382344
1535000,1.7151776,1.4043285,1.4846246,1.3568741,2.3012125,1.9363125,2.0234855,2.0355502,2.5839139,1.9033841,1.018263,0.44550302,1.5197575,1.9652605
1540000,1.7334392,1.3476123,1.6885808,1.0922863,2.2882022,1.7517179,2.1143047,2.1547135,2.5684995,1.8433482,0.99930124,0.45696141,1.4914571,1.9484185
1550000,1.7344918,1.265919,1.7457446,1.3970532,2.1327632,1.7807529,1.8898227,1.760515,2.4983871,1.5760129,0.91363388,0.49877427,1.3635986,1.8623728
1555000,2.1314687,1.4112979,1.4996505,1.5890487,1.913282,2.0325194,1.8533988,1.8680128,2.6701752,1.5122503,1.1581709,0.46170947,1.7285701,2.1902795
1560000,2.1124299,1.3822769,1.4875412,1.665772,1.7377015,2.158579,1.7289062,1.864786,2.7322065,1.3603723,0.9122348,0.37514882,1.3615104,1.7366593
1565000,2.1163614,1.3750506,1.336395,1.7353586,1.7372782,2.073563,1.7329689,1.7138772,2.7807904,1.515193,1.036045,0.44356529,1.5462972,1.9898625
1570000,2.1540444,1.3548336,1.3470994,1.7202498,1.8113479,2.1654639,1.933838,1.9487239,2.5705738,1.4787029,1.0095128,0.48172548,1.5066978,1.9884233
1575000,1.8813264,1.4024791,1.1659161,1.903895,1.5797265,2.1840684,1.9594404,2.0250914,2.6687609,1.4928143,1.0675832,0.50289664,1.5933679,2.0962645
1580000,1.8966072,1.4256325,1.3434638,1.9418347,1.6956606,1.9898248,1.8169411,1.8278303,2.6168053,1.4870204,1.0412823,0.50319737,1.5541138,2.0573112
1585000,1.8772939,1.3678033,1.4587488,1.7406544,1.6656346,2.2226158,1.6220915,1.9160601,2.6153927,1.4850258,1.0126708,0.49367382,1.5114112,2.005085
1595000,1.5088625,1.3370464,1.4137941,1.7627258,1.7417639,2.1808824,1.6694646,1.8405676,2.7457529,1.5073804,0.98451931,0.43851004,1.4693951,1.9079051
1600000,1.6135504,1.188655,1.3545778,1.9245678,1.8419359,2.0854063,1.6868693,1.9902497,2.4664051,1.5616578,1.0550749,0.53473773,1.5746993,2.1094371
1605000,1.7186769,1.2137843,1.4808177,1.6760543,1.8099202,2.0786882,1.671317,1.9627006,2.4594327,1.625782,1.0414607,0.52849716,1.5543801,2.0828772
1610000,1.79918,1.3562444,1.4402073,1.5663933,1.7820494,1.8701027,1.892772,1.8383855,2.3868526,1.5262119,1.0081598,0.50094208,1.5046786,2.0056206
1620000,1.6939382,1.3405894,1.6350486,1.6990354,1.827647,1.8309513,1.9959901,1.8108884,2.5449044,1.563898,0.95601996,0.51810839,1.4268598,1.9449682
1630000,1.4843391,1.325306,1.5214802,1.7571784,1.6042612,1.673394,2.1697061,2.0572582,2.4555354,1.2941466,1.1547938,0.44432075,1.7235298,2.1678505
1635000,1.2317893,1.40399,1.5391236,1.726074,1.7090921,1.6966469,2.2295924,2.1476581,2.4098321,1.2341973,1.0530202,0.49420543,1.5716327,2.0658381
1640000,1.2435101,1.1723729,1.0562444,1.5469899,1.706952,1.7032734,2.0214492,2.0903546,2.3162337,1.4919237,0.93847218,0.4867978,1.4006697,1.8874675
1645000,1.2180237,1.173885,1.1033264,1.5024366,1.6555447,1.5863152,2.0646082,1.9900144,2.3564275,1.5233957,0.93438276,0.42837373,1.3945663,1.82294
1655000,1.6648251,1.2454175,1.1217302,1.3523126,1.7424024,1.6622118,1.9921009,1.7171767,2.2334017,1.4821933,0.96968274,0.45414227,1.4472515,1.9013938
1660000,1.7568941,1.3130879,0.95353125,1.1808613,1.9219088,1.3942079,1.7550443,1.751504,2.2343967,1.4096025,1.0278623,0.48671839,1.5340845,2.0208029
1665000,1.889015,1.2560791,0.96007777,1.1420523,1.8881826,1.3219843,1.6611811,1.7550316,2.1723809,1.3218774,1.0444884,0.3744805,1.558899,1.9333795
1670000,1.9539151,1.2422525,1.1102241,1.4931367,1.9184364,1.2672784,1.660201,1.827696,2.0226712,1.4294807,0.89639959,0.58492937,1.3378764,1.9228058
1675000,2.0911677,1.2364261,0.91198812,1.4335928,2.0178786,1.3192335,1.6119293,2.0688129,2.0169902,1.5576019,0.89246611,0.38895161,1.3320057,1.7209573
1685000,1.8942204,1.2083404,1.1953469,1.5389844,1.9612718,1.4454847,1.4897236,1.9097044,2.1596191,1.5597615,1.0600093,0.42177489,1.5820639,2.0038388
1690000,1.8315525,1.2103879,1.1923671,1.5265944,1.7668196,1.6403716,1.602186,1.9037744,2.0941486,1.5699318,1.0313097,0.53475385,1.5392297,2.0739836
1695000,1.7466895,1.1440557,1.2367953,1.4773854,2.000661,1.5219637,1.4449922,2.0182348,1.7655571,1.4441727,0.99292109,0.39958019,1.4819347,1.8815149
1700000,1.9108673,1.2935941,1.398039,1.4169747,2.193901,1.5415584,1.4476611,2.333483,1.6854553,1.4448235,0.93446884,0.49417365,1.3946947,1.8888684
1705000,1.7119503,1.3027187,1.253434,1.5118173,2.5196468,1.5192701,1.3723018,2.1589173,1.8919919,1.5080252,1.0121887,0.52901052,1.5106917,2.0397022
1715000,1.8082067,1.2959056,1.5488086,1.7105819,2.2800557,1.3873802,1.4517221,2.0164957,1.7921343,1.5381951,1.0964103,0.39483415,1.6363923,2.0312265
1725000,1.9317368,1.2105901,1.2504063,1.7299629,2.2113775,1.5746006,1.4316407,2.2503084,1.5358606,1.4107585,1.0243699,0.521011,1.528872,2.049883
1730000,1.9001842,1.3943845,1.1982737,1.5735542,2.0837863,1.6339532,1.4775383,1.9938912,1.4594738,1.3956569,0.91599797,0.47931097,1.367127,1.8464379
1735000,1.7391003,1.5089315,1.0936859,1.6241502,2.1251905,1.9515973,1.2448893,1.7611216,1.3659612,1.4825607,1.0594987,0.46762204,1.5813018,2.0489238
1740000,1.5070378,1.3706389,0.959828,1.7488781,2.1887622,1.7040573,1.3017628,1.7774035,1.3491676,1.4790422,0.97090814,0.49261791,1.4490804,1.9416983
1745000,1.397306,1.4624489,1.1938608,1.8875398,2.2742142,1.8845318,1.4608303,1.8380705,1.4025394,1.6406937,0.99284124,0.48190846,1.4818156,1.963724
1750000,1.3545636,1.3134443,1.1717708,1.8936246,2.1985302,1.7555536,1.437263,1.9406506,1.3703968,1.4193392,0.94228863,0.52987598,1.4063658,1.9362418
1755000,1.1610768,1.5826119,1.0074235,1.7175589,1.8481246,1.8348994,1.4719842,1.8942216,1.4127118,1.5015162,0.98372061,0.50420537,1.468203,1.9724084
1760000,0.98739356,1.5931092,1.0286764,1.6399741,1.9521222,2.045653,1.3371253,1.8006917,1.1143025,1.5954641,1.0570585,0.47104843,1.5776598,2.0487082
1765000,1.2689567,1.4403534,1.0346406,1.69315,2.0768099,1.8675105,1.436084,1.8953626,1.3594862,1.2826515,1.0383893,0.45235373,1.549796,2.0021498
1770000,1.3132501,1.4735229,1.2090889,1.7083118,2.0153527,1.8923641,1.3339572,2.1172182,1.4074647,1.5800851,1.051802,0.50766848,1.5698145,2.077483
1775000,1.2945757,1.2909068,1.3349667,1.805591,1.9300829,1.8327848,1.3210288,2.1689856,1.3225131,1.5936138,0.96255946,0.46211861,1.43662,1.8987386
1780000,1.3898378,1.3153616,1.3466608,1.6392249,1.7591847,1.7292863,1.668297,2.1117621,1.3948728,1.5640476,1.0253814,0.53569326,1.5303817,2.0660749
1785000,1.3312005,1.5166326,1.3617562,1.55853,1.7055656,1.7487837,1.5118512,2.2015185,1.5995548,1.4611419,1.0181066,0.64971038,1.5195242,2.1692345
1790000,1.4392784,1.3814695,1.3365134,1.3740537,1.7065216,1.7817709,1.4125244,2.1615214,1.4494593,1.2532589,1.0126764,0.55971968,1.5114195,2.0711392
1795000,1.279908,1.3634757,1.1013218,1.5272869,1.7105978,1.6658765,1.3529834,2.2807747,1.7412774,1.5696682,0.97185636,0.44159957,1.4504956,1.8920952
1800000,1.3514573,1.2937291,1.1634056,1.7727099,1.8490039,1.6722812,1.4584019,2.3015297,1.8589312,1.5091739,1.1007661,0.54019411,1.6428934,2.1830875
1805000,1.3354615,1.3370879,1.1136976,1.7619488,1.5854591,1.7066227,1.5996651,2.37297,2.0518065,1.4981136,1.0777295,0.47235375,1.6085113,2.080865
1810000,1.3896307,1.4685778,1.3506377,1.6997978,1.4521771,1.543885,1.5088715,2.5814113,2.0036102,1.6304719,1.0714836,0.45966418,1.5991893,2.0588534
1815000,1.461297,1.5612436,1.3362335,1.9710453,1.3767143,1.6656135,1.4515898,2.5763215,2.0237696,1.4523683,1.0385735,0.49179028,1.550071,2.0418612
1820000,1.4284206,1.5317932,1.2754548,2.2944596,1.1508316,1.4372906,1.3756073,2.5703346,1.9727369,1.4981802,0.98582919,0.42493422,1.4713501,1.8962843
1825000,1.5123161,1.3505299,1.1893673,2.2503662,1.3301884,1.168118,1.450007,2.5286779,1.8402521,1.5302971,1.042946,0.47070818,1.556597,2.0273051
1830000,1.3827082,1.3356403,1.232455,2.2182449,1.3500346,1.1552165,1.4628884,2.572126,1.8629428,1.4562813,1.0459266,0.51031399,1.5610454,2.0713594
1835000,1.2754914,1.4665501,1.1112201,2.3779975,1.6387886,1.0781113,1.326454,2.1966858,1.8706113,1.5117192,0.87443077,0.54562663,1.3050879,1.8507146
1840000,1.5166642,1.3209574,1.0542373,2.2161489,1.7284705,1.0777642,1.6596914,2.1844697,1.9384615,1.459913,0.9288778,0.50398589,1.3863501,1.890336
