Step,Temp,PotEng,KinEng,TotEng,Press,Density,c_MSD[1],c_MSD[2],c_MSD[3]
3617,2.000968,0.46801987,2.9864448,3.4544647,0.029911812,0.025,367.10889,380.14574,376.83264
3644,1.9998092,0.46250125,2.9847152,3.4472164,0.030842199,0.025,372.57407,385.79638,382.44604
3647,1.9998394,0.46323321,2.9847604,3.4479936,0.030852689,0.025,373.18404,386.42704,383.07255
3671,2.0002576,0.45793849,2.9853844,3.4433229,0.030394348,0.025,378.08401,391.49413,388.1001
3698,1.9993302,0.46526515,2.9840003,3.4492654,0.028651438,0.025,383.63496,397.24246,393.77893
3700,1.9992124,0.46906181,2.9837321,3.4527939,0.028396293,0.025,384.25512,397.88539,394.41236
3725,1.9978263,0.52921619,2.9817558,3.510972,0.026292082,0.025,389.25608,403.07353,399.51722
3752,2.0000727,0.58395993,2.9851085,3.5690684,0.025557289,0.025,394.98295,409.02044,405.3694
3755,2.000489,0.58176115,2.9857298,3.5674909,0.025688021,0.025,395.62345,409.686,406.02507
3779,2.0027659,0.51026317,2.989128,3.4993912,0.027959272,0.025,400.73752,415.00369,411.27062
3806,2.0006989,0.43455497,2.9860431,3.420598,0.030704006,0.025,406.43791,420.93253,417.13812
3809,2.0003476,0.43300052,2.9855187,3.4185193,0.030882802,0.025,407.07005,421.5896,417.78989
3833,1.9988947,0.45985608,2.9833503,3.4432064,0.03123408,0.025,412.15175,426.86667,423.03448
3860,2.0004788,0.47405258,2.9857146,3.4597671,0.030285806,0.025,417.94271,432.86817,429.01348
3887,1.999068,0.46708287,2.983609,3.4506919,0.028385116,0.025,423.77798,438.9016,435.02707
3914,1.9974519,0.56237823,2.9811969,3.5435751,0.025710346,0.025,429.70305,445.01653,441.11187
3917,1.9977431,0.57251223,2.9816316,3.5541439,0.02551726,0.025,430.37048,445.7053,441.79605
3941,2.0015384,0.58194817,2.9872961,3.5692443,0.025682861,0.025,435.7499,451.26139,447.30428
3943,2.0018557,0.57616327,2.9877697,3.5639329,0.025838097,0.025,436.19912,451.72582,447.76389
3968,2.0029421,0.4701985,2.9893911,3.4595896,0.028656707,0.025,441.78455,457.50464,453.47648
3970,2.0028421,0.45772591,2.9891483,3.4468742,0.029015837,0.025,442.4503,458.19374,454.15736
3995,1.9996032,0.41688926,2.9844077,3.401297,0.030919385,0.025,447.76013,463.68931,459.58991
3999,1.9991059,0.42190442,2.9836655,3.4055699,0.031021646,0.025,448.64678,464.6067,460.49745
4022,1.9988501,0.47122692,2.9832838,3.4545108,0.030768902,0.025,453.78697,469.92307,465.75983
4049,1.9996437,0.48613269,2.9844682,3.4706009,0.029610674,0.025,459.89917,476.24239,472.01614
4050,1.9995977,0.48680125,2.9843996,3.4712009,0.029547634,0.025,460.12658,476.47749,472.24887
4076,1.9985991,0.52951197,2.9829092,3.5124212,0.027613107,0.025,466.07517,482.62762,478.33717
4080,1.9987244,0.53727676,2.9830962,3.520373,0.027342398,0.025,466.99778,483.58162,479.28168
4103,2.0003958,0.55026477,2.9855908,3.5358555,0.026586308,0.025,472.33233,489.10064,484.74597
4104,2.000484,0.54941107,2.9857223,3.5351334,0.026589337,0.025,472.56489,489.34142,484.98434
4130,2.0013133,0.50011202,2.9869601,3.4870721,0.027492562,0.025,478.60381,495.60027,491.17808
4157,2.0004231,0.46650525,2.9856315,3.4521368,0.028903423,0.025,484.85787,502.08917,497.59782
4158,2.0003924,0.46596559,2.9855857,3.4515513,0.028949551,0.025,485.08964,502.32963,497.83582
4184,2.0003832,0.45496397,2.985572,3.4405359,0.029873826,0.025,491.12892,508.59424,504.04191
4188,2.0003908,0.45260888,2.9855833,3.4381922,0.029956469,0.025,492.06029,509.56013,504.99985
4211,1.9990182,0.45977209,2.9835346,3.4433067,0.02978399,0.025,497.43104,515.12838,510.52775
