Step,Temp,PotEng,KinEng,TotEng,Press,Density,c_MSD[1],c_MSD[2],c_MSD[3]
3293,2.0565071,0.59263367,3.0693369,3.6619705,0.026059027,0.025,306.5938,317.46568,314.68193
3295,2.0841367,0.58796221,3.1105741,3.6985363,0.026902176,0.025,306.98121,317.86478,315.0778
3320,2.1741036,0.52555137,3.2448496,3.770401,0.031879169,0.025,311.9498,322.9852,320.15434
3347,1.9142954,0.43282013,2.8570859,3.2899061,0.028739222,0.025,317.05121,328.2541,325.37027
3349,1.9188961,0.42541946,2.8639525,3.2893719,0.02908885,0.025,317.41958,328.63528,325.74734
3374,2.0334961,0.35325999,3.034993,3.388253,0.033874451,0.025,322.07268,333.45755,330.51721
3379,2.0508107,0.34806152,3.060835,3.4088965,0.034330771,0.025,323.01812,334.43881,331.48802
3401,2.0044051,0.39179027,2.9915747,3.3833649,0.031402004,0.025,327.20602,338.79075,335.79466
3403,1.987755,0.40185335,2.9667244,3.3685778,0.030690094,0.025,327.58557,339.18559,336.18548
3428,1.790452,0.55056424,2.6722497,3.2228139,0.02188696,0.025,332.25592,344.04843,341.00113
3429,1.7920732,0.55501642,2.6746692,3.2296856,0.021813445,0.025,332.44193,344.2422,341.19316
3455,2.1141492,0.56899193,3.1553676,3.7243595,0.029033212,0.025,337.51435,349.52452,346.43421
3456,2.1220863,0.56647343,3.1672137,3.7336872,0.029267207,0.025,337.71872,349.73719,346.64544
3482,2.0504112,0.50696549,3.0602387,3.5672042,0.028871458,0.025,343.03854,355.26781,352.14187
3486,2.0112204,0.49966314,3.0017464,3.5014095,0.028153001,0.025,343.83847,356.0988,352.96762
3509,1.9142358,0.45295993,2.8569969,3.3099568,0.02752345,0.025,348.33289,360.76723,357.60082
3510,1.9157261,0.45106388,2.8592213,3.3102851,0.027643501,0.025,348.52688,360.96875,357.80054
3536,2.032532,0.41184443,3.0335541,3.4453985,0.03232968,0.025,353.63987,366.28075,363.05642
3540,2.0525284,0.4066346,3.0633986,3.4700332,0.032978941,0.025,354.44272,367.11475,363.88034
3563,2.1017023,0.38816516,3.1367907,3.5249558,0.033935161,0.025,359.12462,371.97546,368.67844
3564,2.0973964,0.38894015,3.1303641,3.5193043,0.033760353,0.025,359.32929,372.1878,368.88797
3590,1.8459828,0.47332327,2.7551293,3.2284526,0.024608426,0.025,364.54127,377.58873,374.21827
3617,1.9796237,0.55835947,2.9545884,3.5129479,0.026026236,0.025,369.93694,383.16338,379.73056
3618,1.9926872,0.55929295,2.9740856,3.5333785,0.026343371,0.025,370.14532,383.37835,379.94346
3644,2.1305858,0.54264802,3.1798994,3.7225474,0.030663717,0.025,375.73144,389.13561,385.65484
3648,2.1125239,0.53361225,3.1529419,3.6865542,0.030486279,0.025,376.5963,390.02646,386.54007
3671,1.9310394,0.45164751,2.8820764,3.3337239,0.027928371,0.025,381.42985,395.00432,391.49148
3672,1.9259941,0.44828536,2.8745462,3.3228316,0.027888214,0.025,381.63421,395.21476,391.70092
3698,1.9513088,0.39086665,2.9123284,3.3031951,0.030256234,0.025,386.92037,400.6594,397.11857
3700,1.9583254,0.38996754,2.9325172,3.3224847,0.030706764,0.025,387.74163,401.50583,397.96013
3725,1.9895502,0.42724841,2.9694037,3.3966521,0.030904873,0.025,392.52298,406.4406,402.85956
3726,1.9895763,0.42928031,2.9694426,3.3987229,0.030857865,0.025,392.73263,406.65731,403.07442
3752,2.0100678,0.45020855,3.0000262,3.4502348,0.029895931,0.025,398.22589,412.34622,408.70635
3754,2.0128334,0.45147891,3.0053381,3.456817,0.02971611,0.025,399.07817,413.23032,409.58045
3779,2.0095882,0.48015085,2.9993104,3.4794612,0.027874657,0.025,404.01038,418.34913,414.63842
3780,2.0085295,0.48695544,2.9943403,3.4812957,0.027564793,0.025,404.65727,420.36518,416.62986
3806,1.9865647,0.55365058,2.9649478,3.5185984,0.025818274,0.025,409.86569,424.4214,420.63641
3833,2.0780803,0.54018434,3.1015348,3.6417191,0.029384706,0.025,415.85254,430.62367,426.7654
3860,1.9900261,0.43231621,2.9701139,3.4024301,0.030171333,0.025,421.87809,436.86333,432.94389
3887,1.8531681,0.391037,2.7658534,3.1568904,0.028363295,0.025,427.59063,442.77382,438.8162
