26

S0	4.554654255	2.618782895	4.23414248
S1	1.19542976	0.716551545	3.298471345
S2	3.11507475	2.7821824	4.1251024
S3	3.868322402	3.959978646	0.0355658792
S4	0.4148672185	4.552960796	1.930608766
S5	4.71378803	2.504372029	1.511982963
S6	0.174673945	1.069788655	3.13750875
S7	1.670307311	1.069270996	3.767640246
S8	1.336792601	2.591039404	3.694228851
S9	0.7641386355	0.159753875	4.694127029
S10	1.01642167	4.698444695	3.14097746
S11	1.264842619	2.470374131	1.922264062
S12	2.936043032	0.6899708613	4.741584788
S13	2.274483985	3.618459976	2.489057448
S14	1.428172407	3.811377442	0.8679169535
S15	2.801634575	1.793415195	0.204956305
S16	0.3604468606	1.320141878	3.190616783
S17	1.150651726	0.832339473	0.9277064176
S18	4.17475436	4.85620956	4.477805435
S19	2.91945178	3.739068548	3.710048936
S20	0.3597821826	2.437130824	3.084238505
S21	1.87742052	0.22391033	1.47105771
S22	3.55236127	1.60519466	3.654171165
S23	4.157739869	2.93645919	2.276123465
S24	1.210930121	3.8491445	2.825465953
S25	1.996679315	0.84520255	0.149247875
26

S0	4.554654255	2.618782895	4.23414248
S1	1.19542976	0.716551545	3.298471345
S2	3.11507475	2.7821824	4.1251024
S3	3.868322402	3.959978646	0.0355658792
S4	0.4495610201	4.554011629	1.882852954
S5	4.71378803	2.504372029	1.511982963
S6	0.185511997	1.054740462	3.132145175
S7	1.679519831	1.108004151	3.765321973
S8	1.291632842	2.64643247	3.680492192
S9	0.7641386355	0.159753875	4.694127029
S10	1.01642167	4.698444695	3.14097746
S11	1.336243135	2.49873719	2.00740047
S12	2.929841971	0.7295555457	4.732204856
S13	2.225922281	3.606476803	2.524678351
S14	1.388106038	3.775461768	0.8778647549
S15	2.801634575	1.793415195	0.204956305
S16	0.3337730632	1.344119083	3.198199735
S17	1.150651726	0.832339473	0.9277064176
S18	4.164566447	4.929295874	4.470799202
S19	2.93383287	3.755024611	3.751988534
S20	0.3597821826	2.437130824	3.084238505
S21	1.830687054	0.3008207415	1.433565816
S22	3.546951062	1.569259924	3.660939302
S23	4.157739869	2.93645919	2.276123465
S24	1.210930121	3.8491445	2.825465953
S25	2.026060591	0.8473784583	0.1621503206
26

S0	4.554654255	2.618782895	4.23414248
S1	1.19542976	0.716551545	3.298471345
S2	3.154201506	2.809607116	4.104001758
S3	3.815895846	3.982986349	4.949405959
S4	0.4153699448	4.52592898	1.859384436
S5	4.71378803	2.504372029	1.511982963
S6	0.139075953	1.042484551	3.138901906
